Grupo ocupación;Fecha corte;DISPONIBLE;OCUPADA
OCUPACIÓN HOSPITALIZACIÓN;10/11/2023 6:00:00 a.m.;12;231
OCUPACIÓN HOSPITALIZACIÓN;11/11/2023 6:00:00 a.m.;23;220
OCUPACIÓN HOSPITALIZACIÓN;12/11/2023 6:00:00 a.m.;18;224
OCUPACIÓN HOSPITALIZACIÓN;13/11/2023 6:00:00 a.m.;29;215
OCUPACIÓN HOSPITALIZACIÓN;14/11/2023 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;15/11/2023 6:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;16/11/2023 6:00:00 a.m.;6;243
OCUPACIÓN HOSPITALIZACIÓN;17/11/2023 6:00:00 a.m.;17;227
OCUPACIÓN HOSPITALIZACIÓN;18/11/2023 6:00:00 a.m.;15;229
OCUPACIÓN HOSPITALIZACIÓN;19/11/2023 6:00:00 a.m.;23;221
OCUPACIÓN HOSPITALIZACIÓN;20/11/2023 6:00:00 a.m.;11;232
OCUPACIÓN HOSPITALIZACIÓN;21/11/2023 6:00:00 a.m.;14;232
OCUPACIÓN HOSPITALIZACIÓN;22/11/2023 6:00:00 a.m.;13;234
OCUPACIÓN HOSPITALIZACIÓN;23/11/2023 6:00:00 a.m.;12;235
OCUPACIÓN HOSPITALIZACIÓN;24/11/2023 6:00:00 a.m.;19;225
OCUPACIÓN HOSPITALIZACIÓN;25/11/2023 6:00:00 a.m.;27;220
OCUPACIÓN HOSPITALIZACIÓN;26/11/2023 6:00:00 a.m.;37;210
OCUPACIÓN HOSPITALIZACIÓN;27/11/2023 6:00:00 a.m.;17;228
OCUPACIÓN HOSPITALIZACIÓN;28/11/2023 6:00:00 a.m.;14;234
OCUPACIÓN HOSPITALIZACIÓN;29/11/2023 6:00:00 a.m.;9;240
OCUPACIÓN HOSPITALIZACIÓN;30/11/2023 6:00:00 a.m.;14;234
OCUPACIÓN HOSPITALIZACIÓN;1/12/2023 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;2/12/2023 6:00:00 a.m.;20;227
OCUPACIÓN HOSPITALIZACIÓN;3/12/2023 6:00:00 a.m.;23;223
OCUPACIÓN HOSPITALIZACIÓN;4/12/2023 6:00:00 a.m.;17;231
OCUPACIÓN HOSPITALIZACIÓN;5/12/2023 6:00:00 a.m.;17;231
OCUPACIÓN HOSPITALIZACIÓN;6/12/2023 6:00:00 a.m.;20;229
OCUPACIÓN HOSPITALIZACIÓN;7/12/2023 6:00:00 a.m.;20;225
OCUPACIÓN HOSPITALIZACIÓN;8/12/2023 6:00:00 a.m.;47;197
OCUPACIÓN HOSPITALIZACIÓN;9/12/2023 6:00:00 a.m.;46;199
OCUPACIÓN HOSPITALIZACIÓN;10/12/2023 6:00:00 a.m.;44;202
OCUPACIÓN HOSPITALIZACIÓN;11/12/2023 6:00:00 a.m.;12;235
OCUPACIÓN HOSPITALIZACIÓN;12/12/2023 6:00:00 a.m.;15;233
OCUPACIÓN HOSPITALIZACIÓN;13/12/2023 6:00:00 a.m.;17;231
OCUPACIÓN HOSPITALIZACIÓN;14/12/2023 6:00:00 a.m.;38;212
OCUPACIÓN HOSPITALIZACIÓN;15/12/2023 6:00:00 a.m.;42;206
OCUPACIÓN HOSPITALIZACIÓN;16/12/2023 6:00:00 a.m.;31;216
OCUPACIÓN HOSPITALIZACIÓN;17/12/2023 6:00:00 a.m.;34;211
OCUPACIÓN HOSPITALIZACIÓN;18/12/2023 6:00:00 a.m.;32;213
OCUPACIÓN HOSPITALIZACIÓN;19/12/2023 6:00:00 a.m.;31;216
OCUPACIÓN HOSPITALIZACIÓN;20/12/2023 6:00:00 a.m.;40;203
OCUPACIÓN HOSPITALIZACIÓN;21/12/2023 6:00:00 a.m.;25;218
OCUPACIÓN HOSPITALIZACIÓN;22/12/2023 6:00:00 a.m.;53;192
OCUPACIÓN HOSPITALIZACIÓN;23/12/2023 6:00:00 a.m.;63;181
OCUPACIÓN HOSPITALIZACIÓN;24/12/2023 6:00:00 a.m.;91;153
OCUPACIÓN HOSPITALIZACIÓN;25/12/2023 6:00:00 a.m.;79;165
OCUPACIÓN HOSPITALIZACIÓN;26/12/2023 6:00:00 a.m.;76;171
OCUPACIÓN HOSPITALIZACIÓN;27/12/2023 6:00:00 a.m.;69;176
OCUPACIÓN HOSPITALIZACIÓN;28/12/2023 6:00:00 a.m.;74;172
OCUPACIÓN HOSPITALIZACIÓN;29/12/2023 6:00:00 a.m.;77;165
OCUPACIÓN HOSPITALIZACIÓN;30/12/2023 6:00:00 a.m.;88;153
OCUPACIÓN HOSPITALIZACIÓN;31/12/2023 6:00:00 a.m.;100;139
OCUPACIÓN HOSPITALIZACIÓN;1/01/2024 6:00:00 a.m.;93;146
OCUPACIÓN HOSPITALIZACIÓN;2/01/2024 6:00:00 a.m.;85;156
OCUPACIÓN HOSPITALIZACIÓN;3/01/2024 6:00:00 a.m.;73;172
OCUPACIÓN HOSPITALIZACIÓN;4/01/2024 6:00:00 a.m.;59;183
OCUPACIÓN HOSPITALIZACIÓN;5/01/2024 6:00:00 a.m.;62;182
OCUPACIÓN HOSPITALIZACIÓN;6/01/2024 6:00:00 a.m.;51;192
OCUPACIÓN HOSPITALIZACIÓN;7/01/2024 6:00:00 a.m.;57;186
OCUPACIÓN HOSPITALIZACIÓN;8/01/2024 6:00:00 a.m.;69;173
OCUPACIÓN HOSPITALIZACIÓN;9/01/2024 6:00:00 a.m.;46;201
OCUPACIÓN HOSPITALIZACIÓN;10/01/2024 6:00:00 a.m.;33;214
OCUPACIÓN HOSPITALIZACIÓN;11/01/2024 6:00:00 a.m.;20;228
OCUPACIÓN HOSPITALIZACIÓN;12/01/2024 6:00:00 a.m.;24;220
OCUPACIÓN HOSPITALIZACIÓN;13/01/2024 6:00:00 a.m.;23;221
OCUPACIÓN HOSPITALIZACIÓN;14/01/2024 6:00:00 a.m.;39;206
OCUPACIÓN HOSPITALIZACIÓN;18/01/2024 6:00:00 a.m.;19;218
OCUPACIÓN HOSPITALIZACIÓN;19/01/2024 6:00:00 a.m.;9;225
OCUPACIÓN HOSPITALIZACIÓN;20/01/2024 6:00:00 a.m.;15;219
OCUPACIÓN HOSPITALIZACIÓN;21/01/2024 6:00:00 a.m.;23;211
OCUPACIÓN HOSPITALIZACIÓN;22/01/2024 6:00:00 a.m.;14;220
OCUPACIÓN HOSPITALIZACIÓN;23/01/2024 6:00:00 a.m.;11;226
OCUPACIÓN HOSPITALIZACIÓN;24/01/2024 6:00:00 a.m.;16;223
OCUPACIÓN HOSPITALIZACIÓN;25/01/2024 6:00:00 a.m.;14;225
OCUPACIÓN HOSPITALIZACIÓN;26/01/2024 6:00:00 a.m.;13;227
OCUPACIÓN HOSPITALIZACIÓN;27/01/2024 6:00:00 a.m.;11;229
OCUPACIÓN HOSPITALIZACIÓN;28/01/2024 6:00:00 a.m.;24;216
OCUPACIÓN HOSPITALIZACIÓN;29/01/2024 6:00:00 a.m.;13;227
OCUPACIÓN HOSPITALIZACIÓN;30/01/2024 6:00:00 a.m.;10;230
OCUPACIÓN HOSPITALIZACIÓN;31/01/2024 6:00:00 a.m.;10;230
OCUPACIÓN HOSPITALIZACIÓN;1/02/2024 6:00:00 a.m.;8;232
OCUPACIÓN HOSPITALIZACIÓN;2/02/2024 6:00:00 a.m.;17;231
OCUPACIÓN HOSPITALIZACIÓN;3/02/2024 6:00:00 a.m.;18;229
OCUPACIÓN HOSPITALIZACIÓN;4/02/2024 6:00:00 a.m.;34;213
OCUPACIÓN HOSPITALIZACIÓN;5/02/2024 6:00:00 a.m.;17;229
OCUPACIÓN HOSPITALIZACIÓN;6/02/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;7/02/2024 6:00:00 a.m.;16;233
OCUPACIÓN HOSPITALIZACIÓN;8/02/2024 6:00:00 a.m.;16;233
OCUPACIÓN HOSPITALIZACIÓN;9/02/2024 6:00:00 a.m.;29;215
OCUPACIÓN HOSPITALIZACIÓN;10/02/2024 6:00:00 a.m.;25;219
OCUPACIÓN HOSPITALIZACIÓN;11/02/2024 6:00:00 a.m.;21;223
OCUPACIÓN HOSPITALIZACIÓN;12/02/2024 6:00:00 a.m.;10;238
OCUPACIÓN HOSPITALIZACIÓN;13/02/2024 6:00:00 a.m.;11;238
OCUPACIÓN HOSPITALIZACIÓN;14/02/2024 6:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;15/02/2024 6:00:00 a.m.;7;239
OCUPACIÓN HOSPITALIZACIÓN;16/02/2024 6:00:00 a.m.;8;240
OCUPACIÓN HOSPITALIZACIÓN;18/02/2024 6:00:00 a.m.;21;227
OCUPACIÓN HOSPITALIZACIÓN;19/02/2024 6:00:00 a.m.;14;236
OCUPACIÓN HOSPITALIZACIÓN;20/02/2024 6:00:00 a.m.;4;246
OCUPACIÓN HOSPITALIZACIÓN;21/02/2024 6:00:00 a.m.;12;238
OCUPACIÓN HOSPITALIZACIÓN;22/02/2024 6:00:00 a.m.;2;245
OCUPACIÓN HOSPITALIZACIÓN;23/02/2024 6:00:00 a.m.;4;241
OCUPACIÓN HOSPITALIZACIÓN;24/02/2024 6:00:00 a.m.;10;235
OCUPACIÓN HOSPITALIZACIÓN;25/02/2024 6:00:00 a.m.;12;233
OCUPACIÓN HOSPITALIZACIÓN;26/02/2024 6:00:00 a.m.;3;247
OCUPACIÓN HOSPITALIZACIÓN;27/02/2024 6:00:00 a.m.;6;244
OCUPACIÓN HOSPITALIZACIÓN;28/02/2024 6:00:00 a.m.;6;244
OCUPACIÓN HOSPITALIZACIÓN;29/02/2024 6:00:00 a.m.;8;242
OCUPACIÓN HOSPITALIZACIÓN;1/03/2024 6:00:00 a.m.;1;245
OCUPACIÓN HOSPITALIZACIÓN;2/03/2024 6:00:00 a.m.;11;236
OCUPACIÓN HOSPITALIZACIÓN;3/03/2024 6:00:00 a.m.;21;226
OCUPACIÓN HOSPITALIZACIÓN;4/03/2024 6:00:00 a.m.;10;238
OCUPACIÓN HOSPITALIZACIÓN;5/03/2024 6:00:00 a.m.;11;237
OCUPACIÓN HOSPITALIZACIÓN;6/03/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;7/03/2024 6:00:00 a.m.;11;238
OCUPACIÓN HOSPITALIZACIÓN;8/03/2024 6:00:00 a.m.;11;234
OCUPACIÓN HOSPITALIZACIÓN;9/03/2024 6:00:00 a.m.;19;226
OCUPACIÓN HOSPITALIZACIÓN;10/03/2024 6:00:00 a.m.;26;219
OCUPACIÓN HOSPITALIZACIÓN;11/03/2024 6:00:00 a.m.;25;221
OCUPACIÓN HOSPITALIZACIÓN;12/03/2024 6:00:00 a.m.;14;236
OCUPACIÓN HOSPITALIZACIÓN;13/03/2024 6:00:00 a.m.;11;239
OCUPACIÓN HOSPITALIZACIÓN;14/03/2024 6:00:00 a.m.;8;240
OCUPACIÓN HOSPITALIZACIÓN;15/03/2024 6:00:00 a.m.;14;230
OCUPACIÓN HOSPITALIZACIÓN;16/03/2024 6:00:00 a.m.;15;229
OCUPACIÓN HOSPITALIZACIÓN;17/03/2024 6:00:00 a.m.;19;225
OCUPACIÓN HOSPITALIZACIÓN;18/03/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;19/03/2024 6:00:00 a.m.;8;242
OCUPACIÓN HOSPITALIZACIÓN;20/03/2024 6:00:00 a.m.;8;241
OCUPACIÓN HOSPITALIZACIÓN;21/03/2024 6:00:00 a.m.;10;239
OCUPACIÓN HOSPITALIZACIÓN;22/03/2024 6:00:00 a.m.;15;230
OCUPACIÓN HOSPITALIZACIÓN;23/03/2024 6:00:00 a.m.;19;226
OCUPACIÓN HOSPITALIZACIÓN;24/03/2024 6:00:00 a.m.;27;219
OCUPACIÓN HOSPITALIZACIÓN;25/03/2024 6:00:00 a.m.;39;207
OCUPACIÓN HOSPITALIZACIÓN;26/03/2024 6:00:00 a.m.;46;202
OCUPACIÓN HOSPITALIZACIÓN;27/03/2024 6:00:00 a.m.;60;179
OCUPACIÓN HOSPITALIZACIÓN;28/03/2024 6:00:00 a.m.;50;187
OCUPACIÓN HOSPITALIZACIÓN;29/03/2024 6:00:00 a.m.;55;182
OCUPACIÓN HOSPITALIZACIÓN;30/03/2024 6:00:00 a.m.;51;185
OCUPACIÓN HOSPITALIZACIÓN;31/03/2024 6:00:00 a.m.;38;198
OCUPACIÓN HOSPITALIZACIÓN;1/04/2024 6:00:00 a.m.;35;209
OCUPACIÓN HOSPITALIZACIÓN;2/04/2024 6:00:00 a.m.;13;233
OCUPACIÓN HOSPITALIZACIÓN;3/04/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;4/04/2024 6:00:00 a.m.;11;237
OCUPACIÓN HOSPITALIZACIÓN;5/04/2024 6:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;6/04/2024 6:00:00 a.m.;16;232
OCUPACIÓN HOSPITALIZACIÓN;7/04/2024 6:00:00 a.m.;26;222
OCUPACIÓN HOSPITALIZACIÓN;8/04/2024 6:00:00 a.m.;11;238
OCUPACIÓN HOSPITALIZACIÓN;9/04/2024 6:00:00 a.m.;9;240
OCUPACIÓN HOSPITALIZACIÓN;10/04/2024 6:00:00 a.m.;5;245
OCUPACIÓN HOSPITALIZACIÓN;11/04/2024 6:00:00 a.m.;5;245
OCUPACIÓN HOSPITALIZACIÓN;12/04/2024 6:00:00 a.m.;3;247
OCUPACIÓN HOSPITALIZACIÓN;13/04/2024 6:00:00 a.m.;10;239
OCUPACIÓN HOSPITALIZACIÓN;14/04/2024 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;15/04/2024 6:00:00 a.m.;13;236
OCUPACIÓN HOSPITALIZACIÓN;16/04/2024 6:00:00 a.m.;9;240
OCUPACIÓN HOSPITALIZACIÓN;17/04/2024 6:00:00 a.m.;8;241
OCUPACIÓN HOSPITALIZACIÓN;19/04/2024 6:00:00 a.m.;20;229
OCUPACIÓN HOSPITALIZACIÓN;20/04/2024 6:00:00 a.m.;18;229
OCUPACIÓN HOSPITALIZACIÓN;21/04/2024 6:00:00 a.m.;20;226
OCUPACIÓN HOSPITALIZACIÓN;22/04/2024 6:00:00 a.m.;16;230
OCUPACIÓN HOSPITALIZACIÓN;23/04/2024 6:00:00 a.m.;11;236
OCUPACIÓN HOSPITALIZACIÓN;24/04/2024 6:00:00 a.m.;6;242
OCUPACIÓN HOSPITALIZACIÓN;25/04/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;26/04/2024 6:00:00 a.m.;26;223
OCUPACIÓN HOSPITALIZACIÓN;27/04/2024 6:00:00 a.m.;23;226
OCUPACIÓN HOSPITALIZACIÓN;28/04/2024 6:00:00 a.m.;25;223
OCUPACIÓN HOSPITALIZACIÓN;29/04/2024 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;30/04/2024 6:00:00 a.m.;6;243
OCUPACIÓN HOSPITALIZACIÓN;1/05/2024 6:00:00 a.m.;13;236
OCUPACIÓN HOSPITALIZACIÓN;2/05/2024 6:00:00 a.m.;11;237
OCUPACIÓN HOSPITALIZACIÓN;3/05/2024 6:00:00 a.m.;8;241
OCUPACIÓN HOSPITALIZACIÓN;4/05/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;5/05/2024 6:00:00 a.m.;23;225
OCUPACIÓN HOSPITALIZACIÓN;6/05/2024 6:00:00 a.m.;11;238
OCUPACIÓN HOSPITALIZACIÓN;7/05/2024 6:00:00 a.m.;10;239
OCUPACIÓN HOSPITALIZACIÓN;8/05/2024 6:00:00 a.m.;8;241
OCUPACIÓN HOSPITALIZACIÓN;9/05/2024 6:00:00 a.m.;8;240
OCUPACIÓN HOSPITALIZACIÓN;10/05/2024 6:00:00 a.m.;8;239
OCUPACIÓN HOSPITALIZACIÓN;11/05/2024 6:00:00 a.m.;11;235
OCUPACIÓN HOSPITALIZACIÓN;12/05/2024 6:00:00 a.m.;17;229
OCUPACIÓN HOSPITALIZACIÓN;13/05/2024 6:00:00 a.m.;23;223
OCUPACIÓN HOSPITALIZACIÓN;14/05/2024 6:00:00 a.m.;15;231
OCUPACIÓN HOSPITALIZACIÓN;15/05/2024 6:00:00 a.m.;22;224
OCUPACIÓN HOSPITALIZACIÓN;16/05/2024 6:00:00 a.m.;8;240
OCUPACIÓN HOSPITALIZACIÓN;17/05/2024 6:00:00 a.m.;15;235
OCUPACIÓN HOSPITALIZACIÓN;18/05/2024 6:00:00 a.m.;30;220
OCUPACIÓN HOSPITALIZACIÓN;19/05/2024 6:00:00 a.m.;41;209
OCUPACIÓN HOSPITALIZACIÓN;20/05/2024 6:00:00 a.m.;13;237
OCUPACIÓN HOSPITALIZACIÓN;21/05/2024 6:00:00 a.m.;10;240
OCUPACIÓN HOSPITALIZACIÓN;22/05/2024 6:00:00 a.m.;15;234
OCUPACIÓN HOSPITALIZACIÓN;23/05/2024 6:00:00 a.m.;8;241
OCUPACIÓN HOSPITALIZACIÓN;24/05/2024 6:00:00 a.m.;12;237
OCUPACIÓN HOSPITALIZACIÓN;25/05/2024 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;26/05/2024 6:00:00 a.m.;24;224
OCUPACIÓN HOSPITALIZACIÓN;27/05/2024 6:00:00 a.m.;10;238
OCUPACIÓN HOSPITALIZACIÓN;28/05/2024 6:00:00 a.m.;7;241
OCUPACIÓN HOSPITALIZACIÓN;29/05/2024 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;30/05/2024 6:00:00 a.m.;15;234
OCUPACIÓN HOSPITALIZACIÓN;31/05/2024 6:00:00 a.m.;25;223
OCUPACIÓN HOSPITALIZACIÓN;1/06/2024 6:00:00 a.m.;22;225
OCUPACIÓN HOSPITALIZACIÓN;2/06/2024 6:00:00 a.m.;31;216
OCUPACIÓN HOSPITALIZACIÓN;3/06/2024 6:00:00 a.m.;29;217
OCUPACIÓN HOSPITALIZACIÓN;4/06/2024 6:00:00 a.m.;14;233
OCUPACIÓN HOSPITALIZACIÓN;5/06/2024 6:00:00 a.m.;10;237
OCUPACIÓN HOSPITALIZACIÓN;6/06/2024 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;7/06/2024 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;8/06/2024 6:00:00 a.m.;26;222
OCUPACIÓN HOSPITALIZACIÓN;10/06/2024 6:00:00 a.m.;34;214
OCUPACIÓN HOSPITALIZACIÓN;12/06/2024 6:00:00 a.m.;14;233
OCUPACIÓN HOSPITALIZACIÓN;13/06/2024 6:00:00 a.m.;8;239
OCUPACIÓN HOSPITALIZACIÓN;14/06/2024 6:00:00 a.m.;10;238
OCUPACIÓN HOSPITALIZACIÓN;15/06/2024 6:00:00 a.m.;18;230
OCUPACIÓN HOSPITALIZACIÓN;16/06/2024 6:00:00 a.m.;26;221
OCUPACIÓN HOSPITALIZACIÓN;17/06/2024 6:00:00 a.m.;21;226
OCUPACIÓN HOSPITALIZACIÓN;18/06/2024 6:00:00 a.m.;7;242
OCUPACIÓN HOSPITALIZACIÓN;19/06/2024 6:00:00 a.m.;14;235
OCUPACIÓN HOSPITALIZACIÓN;20/06/2024 6:00:00 a.m.;30;219
OCUPACIÓN HOSPITALIZACIÓN;21/06/2024 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;22/06/2024 6:00:00 a.m.;14;234
OCUPACIÓN HOSPITALIZACIÓN;23/06/2024 6:00:00 a.m.;29;219
OCUPACIÓN HOSPITALIZACIÓN;24/06/2024 6:00:00 a.m.;15;233
OCUPACIÓN HOSPITALIZACIÓN;25/06/2024 6:00:00 a.m.;9;239
OCUPACIÓN HOSPITALIZACIÓN;26/06/2024 6:00:00 a.m.;5;244
OCUPACIÓN HOSPITALIZACIÓN;27/06/2024 6:00:00 a.m.;3;247
OCUPACIÓN HOSPITALIZACIÓN;28/06/2024 6:00:00 a.m.;19;229
OCUPACIÓN HOSPITALIZACIÓN;29/06/2024 6:00:00 a.m.;26;222
OCUPACIÓN HOSPITALIZACIÓN;30/06/2024 6:00:00 a.m.;27;221
OCUPACIÓN HOSPITALIZACIÓN;1/07/2024 6:00:00 a.m.;41;207
OCUPACIÓN HOSPITALIZACIÓN;2/07/2024 6:00:00 a.m.;18;230
OCUPACIÓN HOSPITALIZACIÓN;3/07/2024 6:00:00 a.m.;11;236
OCUPACIÓN HOSPITALIZACIÓN;4/07/2024 6:00:00 a.m.;7;239
OCUPACIÓN HOSPITALIZACIÓN;5/07/2024 6:00:00 a.m.;12;235
OCUPACIÓN HOSPITALIZACIÓN;6/07/2024 6:00:00 a.m.;14;232
OCUPACIÓN HOSPITALIZACIÓN;7/07/2024 6:00:00 a.m.;15;230
OCUPACIÓN HOSPITALIZACIÓN;8/07/2024 6:00:00 a.m.;8;239
OCUPACIÓN HOSPITALIZACIÓN;9/07/2024 6:00:00 a.m.;13;235
OCUPACIÓN HOSPITALIZACIÓN;10/07/2024 6:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;11/07/2024 6:00:00 a.m.;12;236
OCUPACIÓN HOSPITALIZACIÓN;12/07/2024 6:00:00 a.m.;19;231
OCUPACIÓN HOSPITALIZACIÓN;13/07/2024 6:00:00 a.m.;11;239
OCUPACIÓN HOSPITALIZACIÓN;14/07/2024 6:00:00 a.m.;20;230
OCUPACIÓN HOSPITALIZACIÓN;15/07/2024 6:00:00 a.m.;19;229
OCUPACIÓN HOSPITALIZACIÓN;16/07/2024 6:00:00 a.m.;23;232
OCUPACIÓN HOSPITALIZACIÓN;17/07/2024 6:00:00 a.m.;26;230
OCUPACIÓN HOSPITALIZACIÓN;19/07/2024 6:00:00 a.m.;17;240
OCUPACIÓN HOSPITALIZACIÓN;20/07/2024 6:00:00 a.m.;22;235
OCUPACIÓN HOSPITALIZACIÓN;21/07/2024 6:00:00 a.m.;30;227
OCUPACIÓN HOSPITALIZACIÓN;22/07/2024 6:00:00 a.m.;13;244
OCUPACIÓN HOSPITALIZACIÓN;23/07/2024 6:00:00 a.m.;15;242
OCUPACIÓN HOSPITALIZACIÓN;24/07/2024 6:00:00 a.m.;10;247
OCUPACIÓN HOSPITALIZACIÓN;25/07/2024 6:00:00 a.m.;10;246
OCUPACIÓN HOSPITALIZACIÓN;26/07/2024 6:00:00 a.m.;20;237
OCUPACIÓN HOSPITALIZACIÓN;27/07/2024 6:00:00 a.m.;36;221
OCUPACIÓN HOSPITALIZACIÓN;28/07/2024 6:00:00 a.m.;34;223
OCUPACIÓN HOSPITALIZACIÓN;29/07/2024 6:00:00 a.m.;16;240
OCUPACIÓN HOSPITALIZACIÓN;30/07/2024 6:00:00 a.m.;18;240
OCUPACIÓN HOSPITALIZACIÓN;31/07/2024 6:00:00 a.m.;17;240
OCUPACIÓN HOSPITALIZACIÓN;1/08/2024 6:00:00 a.m.;19;237
OCUPACIÓN HOSPITALIZACIÓN;2/08/2024 6:00:00 a.m.;14;242
OCUPACIÓN HOSPITALIZACIÓN;3/08/2024 6:00:00 a.m.;22;235
OCUPACIÓN HOSPITALIZACIÓN;4/08/2024 6:00:00 a.m.;33;222
OCUPACIÓN HOSPITALIZACIÓN;5/08/2024 6:00:00 a.m.;36;219
OCUPACIÓN HOSPITALIZACIÓN;6/08/2024 6:00:00 a.m.;23;232
OCUPACIÓN HOSPITALIZACIÓN;7/08/2024 6:00:00 a.m.;30;225
OCUPACIÓN HOSPITALIZACIÓN;8/08/2024 6:00:00 a.m.;22;234
OCUPACIÓN HOSPITALIZACIÓN;9/08/2024 6:00:00 a.m.;17;237
OCUPACIÓN HOSPITALIZACIÓN;10/08/2024 6:00:00 a.m.;22;232
OCUPACIÓN HOSPITALIZACIÓN;11/08/2024 6:00:00 a.m.;33;220
OCUPACIÓN HOSPITALIZACIÓN;12/08/2024 6:00:00 a.m.;11;244
OCUPACIÓN HOSPITALIZACIÓN;13/08/2024 6:00:00 a.m.;12;244
OCUPACIÓN HOSPITALIZACIÓN;14/08/2024 6:00:00 a.m.;11;245
OCUPACIÓN HOSPITALIZACIÓN;15/08/2024 6:00:00 a.m.;6;249
OCUPACIÓN HOSPITALIZACIÓN;16/08/2024 6:00:00 a.m.;9;244
OCUPACIÓN HOSPITALIZACIÓN;17/08/2024 6:00:00 a.m.;25;228
OCUPACIÓN HOSPITALIZACIÓN;18/08/2024 6:00:00 a.m.;32;220
OCUPACIÓN HOSPITALIZACIÓN;19/08/2024 6:00:00 a.m.;30;223
OCUPACIÓN HOSPITALIZACIÓN;20/08/2024 6:00:00 a.m.;11;245
OCUPACIÓN HOSPITALIZACIÓN;21/08/2024 6:00:00 a.m.;8;249
OCUPACIÓN HOSPITALIZACIÓN;23/08/2024 6:00:00 a.m.;11;237
OCUPACIÓN HOSPITALIZACIÓN;24/08/2024 6:00:00 a.m.;19;230
OCUPACIÓN HOSPITALIZACIÓN;25/08/2024 6:00:00 a.m.;19;230
OCUPACIÓN HOSPITALIZACIÓN;26/08/2024 6:00:00 a.m.;9;246
OCUPACIÓN HOSPITALIZACIÓN;27/08/2024 6:00:00 a.m.;14;242
OCUPACIÓN HOSPITALIZACIÓN;28/08/2024 6:00:00 a.m.;11;245
OCUPACIÓN HOSPITALIZACIÓN;29/08/2024 6:00:00 a.m.;11;246
OCUPACIÓN HOSPITALIZACIÓN;30/08/2024 6:00:00 a.m.;14;240
OCUPACIÓN HOSPITALIZACIÓN;31/08/2024 6:00:00 a.m.;15;240
OCUPACIÓN HOSPITALIZACIÓN;1/09/2024 6:00:00 a.m.;24;231
OCUPACIÓN HOSPITALIZACIÓN;2/09/2024 6:00:00 a.m.;19;237
OCUPACIÓN HOSPITALIZACIÓN;3/09/2024 6:00:00 a.m.;8;248
OCUPACIÓN HOSPITALIZACIÓN;4/09/2024 6:00:00 a.m.;12;244
OCUPACIÓN HOSPITALIZACIÓN;5/09/2024 6:00:00 a.m.;21;236
OCUPACIÓN HOSPITALIZACIÓN;6/09/2024 6:00:00 a.m.;10;246
OCUPACIÓN HOSPITALIZACIÓN;8/09/2024 6:00:00 a.m.;25;228
OCUPACIÓN HOSPITALIZACIÓN;9/09/2024 6:00:00 a.m.;16;238
OCUPACIÓN HOSPITALIZACIÓN;10/09/2024 6:00:00 a.m.;5;251
OCUPACIÓN HOSPITALIZACIÓN;11/09/2024 6:00:00 a.m.;19;238
OCUPACIÓN HOSPITALIZACIÓN;12/09/2024 6:00:00 a.m.;11;246
OCUPACIÓN HOSPITALIZACIÓN;13/09/2024 6:00:00 a.m.;16;239
OCUPACIÓN HOSPITALIZACIÓN;14/09/2024 6:00:00 a.m.;35;220
OCUPACIÓN HOSPITALIZACIÓN;15/09/2024 6:00:00 a.m.;45;211
OCUPACIÓN HOSPITALIZACIÓN;16/09/2024 6:00:00 a.m.;18;240
OCUPACIÓN HOSPITALIZACIÓN;17/09/2024 6:00:00 a.m.;14;244
OCUPACIÓN HOSPITALIZACIÓN;18/09/2024 6:00:00 a.m.;23;235
OCUPACIÓN HOSPITALIZACIÓN;19/09/2024 6:00:00 a.m.;13;246
OCUPACIÓN HOSPITALIZACIÓN;20/09/2024 6:00:00 a.m.;14;245
OCUPACIÓN HOSPITALIZACIÓN;21/09/2024 6:00:00 a.m.;24;235
OCUPACIÓN HOSPITALIZACIÓN;22/09/2024 6:00:00 a.m.;24;235
OCUPACIÓN HOSPITALIZACIÓN;24/09/2024 6:00:00 a.m.;12;246
OCUPACIÓN HOSPITALIZACIÓN;25/09/2024 6:00:00 a.m.;6;250
